Name,Space addr,Space
Rte_COMCbkTOut_S_ACLNX_COG_BundleEAFlexrayToAECANFD20msNo2_CHS1_Can_Network_1_CAN_Rx,0x800a6792,
Rte_COMCbkTOut_S_ACLNY_COG_BundleEAFlexrayToAECANFD20msNo2_CHS1_Can_Network_1_CAN_Rx,0x800a67bc,
Rte_COMCbkTOut_S_AD3_PrsrVal_Fl_ESC_A_CHS1_Can_Network_1_CAN_Rx,0x800a67e6,
Rte_COMCbkTOut_S_AD3_PrsrVal_Fl_ESC_A_CHS2_Can_Network_4_CAN_Rx,0x800a6810,
Rte_COMCbkTOut_S_AD3_PrsrVal_Fr_ESC_A_CHS1_Can_Network_1_CAN_Rx,0x800a683a,
Rte_COMCbkTOut_S_AD3_PrsrVal_Fr_ESC_A_CHS2_Can_Network_4_CAN_Rx,0x800a6864,
Rte_COMCbkTOut_S_AD3_PrsrVal_Rl_ESC_A_CHS1_Can_Network_1_CAN_Rx,0x800a688e,
Rte_COMCbkTOut_S_AD3_PrsrVal_Rl_ESC_A_CHS2_Can_Network_4_CAN_Rx,0x800a68b8,
Rte_COMCbkTOut_S_AD3_PrsrVal_Rr_ESC_A_CHS1_Can_Network_1_CAN_Rx,0x800a68e2,
Rte_COMCbkTOut_S_AD3_PrsrVal_Rr_ESC_A_CHS2_Can_Network_4_CAN_Rx,0x800a690c,
Rte_COMCbkTOut_S_ALIV_CLAMP_STAT_CLAMP_STAT_BCAN_Can_Network_3_CAN_Rx,0x800a6936,
Rte_COMCbkTOut_S_ALIV_SFA_SteerWheel_Info_SFA_SteerWheel_Info_CHS1_Can_Network_1_CAN_Rx,0x800a6960,
Rte_COMCbkTOut_S_ALIV_SFA_SteerWheel_Info_SFA_SteerWheel_Info_CHS2_Can_Network_4_CAN_Rx,0x800a698a,
Rte_COMCbkTOut_S_ALIV_ST_GWS_ST_GWS_BCAN_Can_Network_3_CAN_Rx,0x800a69b4,
Rte_COMCbkTOut_S_ALV_BMS_CellTemp_BMS_CellTemp_PT_Can_Network_2_CAN_Rx,0x800a69de,
Rte_COMCbkTOut_S_ALV_BMS_ChgParamReq_BMS_ChgParamReq_PT_Can_Network_2_CAN_Rx,0x800a6a08,
Rte_COMCbkTOut_S_ALV_BMS_CoolantInletOutletTmp_BMS_CoolantInletOutletTmp_PT_Can_Network_2_CAN_Rx,0x800a6a32,
Rte_COMCbkTOut_S_ALV_BMS_CurMeas_BMS_CurMeas_PT_Can_Network_2_CAN_Rx,0x800a6a5c,
Rte_COMCbkTOut_S_ALV_BMS_Error_BMS_Error_PT_Can_Network_2_CAN_Rx,0x800a6a86,
Rte_COMCbkTOut_S_ALV_BMS_HVMeas_BMS_HVMeas_PT_Can_Network_2_CAN_Rx,0x800a6ab0,
Rte_COMCbkTOut_S_ALV_BMS_HistData_BMS_HistData_PT_Can_Network_2_CAN_Rx,0x800a6ada,
Rte_COMCbkTOut_S_ALV_BMS_Insulation_BMS_Insulation_PT_Can_Network_2_CAN_Rx,0x800a6b04,
Rte_COMCbkTOut_S_ALV_BMS_PowerCont_BMS_PowerCont_PT_Can_Network_2_CAN_Rx,0x800a6b2e,
Rte_COMCbkTOut_S_ALV_BMS_RelayStatus_BMS_RelayStatus_PT_Can_Network_2_CAN_Rx,0x800a6b58,
Rte_COMCbkTOut_S_ALV_BMS_Sts_BMS_Sts_PT_Can_Network_2_CAN_Rx,0x800a6b82,
Rte_COMCbkTOut_S_ALV_BMS_VCU_THMReq_BMS_VCU_THMReq_PT_Can_Network_2_CAN_Rx,0x800a6bac,
Rte_COMCbkTOut_S_ALV_BMS_VolMeas_BMS_VolMeas_PT_Can_Network_2_CAN_Rx,0x800a6bd6,
Rte_COMCbkTOut_S_ALV_BMS_WarnMsg_BMS_WarnMsg_PT_Can_Network_2_CAN_Rx,0x800a6c00,
Rte_COMCbkTOut_S_ASU_Air_Tank_Pressure_ASU_St_Output_CHS1_Can_Network_1_CAN_Rx,0x800a6c2a,
Rte_COMCbkTOut_S_AVL_BRTORQ_WHL_FS_LH_EXT_BundleEAFlexrayToAECANFD10msNo1_CHS1_Can_Network_1_CAN_Rx,0x800a6c54,
Rte_COMCbkTOut_S_AVL_BRTORQ_WHL_FS_LH_EXT_BundleEAFlexrayToAECANFD10msNo1_CHS2_Can_Network_4_CAN_Rx,0x800a6c7e,
Rte_COMCbkTOut_S_AVL_BRTORQ_WHL_FS_RH_EXT_BundleEAFlexrayToAECANFD10msNo1_CHS1_Can_Network_1_CAN_Rx,0x800a6ca8,
Rte_COMCbkTOut_S_AVL_BRTORQ_WHL_FS_RH_EXT_BundleEAFlexrayToAECANFD10msNo1_CHS2_Can_Network_4_CAN_Rx,0x800a6cd2,
Rte_COMCbkTOut_S_AVL_BRTORQ_WHL_RS_LH_EXT_BundleEAFlexrayToAECANFD10msNo1_CHS1_Can_Network_1_CAN_Rx,0x800a6cfc,
Rte_COMCbkTOut_S_AVL_BRTORQ_WHL_RS_LH_EXT_BundleEAFlexrayToAECANFD10msNo1_CHS2_Can_Network_4_CAN_Rx,0x800a6d26,
Rte_COMCbkTOut_S_AVL_BRTORQ_WHL_RS_RH_EXT_BundleEAFlexrayToAECANFD10msNo1_CHS1_Can_Network_1_CAN_Rx,0x800a6d50,
Rte_COMCbkTOut_S_AVL_BRTORQ_WHL_RS_RH_EXT_BundleEAFlexrayToAECANFD10msNo1_CHS2_Can_Network_4_CAN_Rx,0x800a6d7a,
Rte_COMCbkTOut_S_AVL_LOGR_RW_TLT_RW_CHS1_Can_Network_1_CAN_Rx,0x800a6da4,
Rte_COMCbkTOut_S_AVL_RPM_WHL_FLH_AVL_RPM_WHL_CHS1_Can_Network_1_CAN_Rx,0x800a6dce,
Rte_COMCbkTOut_S_AVL_RPM_WHL_FLH_AVL_RPM_WHL_CHS2_Can_Network_4_CAN_Rx,0x800a6df8,
Rte_COMCbkTOut_S_AVL_RPM_WHL_FRH_AVL_RPM_WHL_CHS1_Can_Network_1_CAN_Rx,0x800a6e22,
Rte_COMCbkTOut_S_AVL_RPM_WHL_FRH_AVL_RPM_WHL_CHS2_Can_Network_4_CAN_Rx,0x800a6e4c,
Rte_COMCbkTOut_S_AVL_RPM_WHL_RLH_AVL_RPM_WHL_CHS1_Can_Network_1_CAN_Rx,0x800a6e76,
Rte_COMCbkTOut_S_AVL_RPM_WHL_RLH_AVL_RPM_WHL_CHS2_Can_Network_4_CAN_Rx,0x800a6ea0,
Rte_COMCbkTOut_S_AVL_RPM_WHL_RRH_AVL_RPM_WHL_CHS1_Can_Network_1_CAN_Rx,0x800a6eca,
Rte_COMCbkTOut_S_AVL_RPM_WHL_RRH_AVL_RPM_WHL_CHS2_Can_Network_4_CAN_Rx,0x800a6ef4,
Rte_COMCbkTOut_S_AVL_VL_RPM_EWP_P1_WP_MCU_Status_LinPhysicalChannel_LIN_Rx,0x800a6f1e,
Rte_COMCbkTOut_S_AVL_VL_RPM_EWP_P2_WP_BAT_Status_LinPhysicalChannel_LIN_Rx,0x800a6f48,
Rte_COMCbkTOut_S_AVL_VL_RPM_EWP_P3_WP_WCC_Status_LinPhysicalChannel_LIN_Rx,0x800a6f72,
Rte_COMCbkTOut_S_Air_Spring_Status_ASU_St_Output_CHS1_Can_Network_1_CAN_Rx,0x800a6f9c,
Rte_COMCbkTOut_S_BMS_BalanceSts_BMS_Sts_PT_Can_Network_2_CAN_Rx,0x800a6fc6,
Rte_COMCbkTOut_S_BMS_BatBalanceErr_BMS_Sts_PT_Can_Network_2_CAN_Rx,0x800a6ff0,
Rte_COMCbkTOut_S_BMS_BatteryReplacement_BMS_WarnMsg_PT_Can_Network_2_CAN_Rx,0x800a701a,
Rte_COMCbkTOut_S_BMS_CellHighVolErr_BMS_Error_PT_Can_Network_2_CAN_Rx,0x800a7044,
Rte_COMCbkTOut_S_BMS_CellLowVolErr_BMS_Error_PT_Can_Network_2_CAN_Rx,0x800a706e,
Rte_COMCbkTOut_S_BMS_CellNumMaxCellVol_BMS_VolMeas_PT_Can_Network_2_CAN_Rx,0x800a7098,
Rte_COMCbkTOut_S_BMS_CellNumMinCellVol_BMS_VolMeas_PT_Can_Network_2_CAN_Rx,0x800a70c2,
Rte_COMCbkTOut_S_BMS_CellVoltDiffErr_BMS_Error_PT_Can_Network_2_CAN_Rx,0x800a70ec,
Rte_COMCbkTOut_S_BMS_ChargeStopReq_BMS_ChgParamReq_PT_Can_Network_2_CAN_Rx,0x800a7116,
Rte_COMCbkTOut_S_BMS_ChgCurrentReq_BMS_ChgParamReq_PT_Can_Network_2_CAN_Rx,0x800a7140,
Rte_COMCbkTOut_S_BMS_ChgVoltageReq_BMS_ChgParamReq_PT_Can_Network_2_CAN_Rx,0x800a716a,
Rte_COMCbkTOut_S_BMS_ContactorAging_BMS_HistData_PT_Can_Network_2_CAN_Rx,0x800a7194,
Rte_COMCbkTOut_S_BMS_CoolPwrDemand_BMS_VCU_THMReq_PT_Can_Network_2_CAN_Rx,0x800a71be,
Rte_COMCbkTOut_S_BMS_CoolantInletTemp_BMS_CoolantInletOutletTmp_PT_Can_Network_2_CAN_Rx,0x800a71e8,
Rte_COMCbkTOut_S_BMS_CoolantOutletTemp_BMS_CoolantInletOutletTmp_PT_Can_Network_2_CAN_Rx,0x800a7212,
Rte_COMCbkTOut_S_BMS_DCFCNegRelayErr_BMS_RelayStatus_PT_Can_Network_2_CAN_Rx,0x800a723c,
Rte_COMCbkTOut_S_BMS_DCFCNegRelayStatus_BMS_RelayStatus_PT_Can_Network_2_CAN_Rx,0x800a7266,
Rte_COMCbkTOut_S_BMS_DCFCPosRelayErr_BMS_RelayStatus_PT_Can_Network_2_CAN_Rx,0x800a7290,
Rte_COMCbkTOut_S_BMS_DCFCPosRelayStatus_BMS_RelayStatus_PT_Can_Network_2_CAN_Rx,0x800a72ba,
Rte_COMCbkTOut_S_BMS_DCPlugVol_BMS_HVMeas_PT_Can_Network_2_CAN_Rx,0x800a72e4,
Rte_COMCbkTOut_S_BMS_DisconnectRequestRsn_BMS_Sts_PT_Can_Network_2_CAN_Rx,0x800a730e,
Rte_COMCbkTOut_S_BMS_EmergencyDisconnectRsn_BMS_Sts_PT_Can_Network_2_CAN_Rx,0x800a7338,
Rte_COMCbkTOut_S_BMS_ErrLev_BMS_Sts_PT_Can_Network_2_CAN_Rx,0x800a7362,
Rte_COMCbkTOut_S_BMS_FlowRateReq_BMS_VCU_THMReq_PT_Can_Network_2_CAN_Rx,0x800a738c,
Rte_COMCbkTOut_S_BMS_FuseStatusErr_BMS_Error_PT_Can_Network_2_CAN_Rx,0x800a73b6,
Rte_COMCbkTOut_S_BMS_HVBusVol_BMS_HVMeas_PT_Can_Network_2_CAN_Rx,0x800a73e0,
Rte_COMCbkTOut_S_BMS_HVFuseVol_BMS_HVMeas_PT_Can_Network_2_CAN_Rx,0x800a740a,
Rte_COMCbkTOut_S_BMS_HVILErr_BMS_Error_PT_Can_Network_2_CAN_Rx,0x800a7434,
Rte_COMCbkTOut_S_BMS_HVILSts_BMS_Sts_PT_Can_Network_2_CAN_Rx,0x800a745e,
Rte_COMCbkTOut_S_BMS_HVLinkVol_BMS_HVMeas_PT_Can_Network_2_CAN_Rx,0x800a7488,
Rte_COMCbkTOut_S_BMS_HVOnOffSts_BMS_Sts_PT_Can_Network_2_CAN_Rx,0x800a74b2,
Rte_COMCbkTOut_S_BMS_HVPackVol_BMS_HVMeas_PT_Can_Network_2_CAN_Rx,0x800a74dc,
Rte_COMCbkTOut_S_BMS_HWCrashSts_BMS_Sts_PT_Can_Network_2_CAN_Rx,0x800a7506,
Rte_COMCbkTOut_S_BMS_HeatPwrDemand_BMS_VCU_THMReq_PT_Can_Network_2_CAN_Rx,0x800a7530,
Rte_COMCbkTOut_S_BMS_IGNSts_BMS_Sts_PT_Can_Network_2_CAN_Rx,0x800a755a,
Rte_COMCbkTOut_S_BMS_LimpHomeRsn_BMS_Sts_PT_Can_Network_2_CAN_Rx,0x800a7584,
Rte_COMCbkTOut_S_BMS_LowBattery_BMS_WarnMsg_PT_Can_Network_2_CAN_Rx,0x800a75ae,
Rte_COMCbkTOut_S_BMS_MainPosRelayErr_BMS_RelayStatus_PT_Can_Network_2_CAN_Rx,0x800a75d8,
Rte_COMCbkTOut_S_BMS_MainPosRelayStatus_BMS_RelayStatus_PT_Can_Network_2_CAN_Rx,0x800a7602,
Rte_COMCbkTOut_S_BMS_MalfunctionSts_BMS_WarnMsg_PT_Can_Network_2_CAN_Rx,0x800a762c,
Rte_COMCbkTOut_S_BMS_MaxCellTemp_BMS_CellTemp_PT_Can_Network_2_CAN_Rx,0x800a7656,
Rte_COMCbkTOut_S_BMS_MaxCellVol_BMS_VolMeas_PT_Can_Network_2_CAN_Rx,0x800a7680,
Rte_COMCbkTOut_S_BMS_MaxChgCurrent10s_BMS_ChgParamReq_PT_Can_Network_2_CAN_Rx,0x800a76aa,
Rte_COMCbkTOut_S_BMS_MaxChgCurrent30s_BMS_ChgParamReq_PT_Can_Network_2_CAN_Rx,0x800a76d4,
Rte_COMCbkTOut_S_BMS_MaxChgCurrent5s_BMS_ChgParamReq_PT_Can_Network_2_CAN_Rx,0x800a76fe,
Rte_COMCbkTOut_S_BMS_MaxChgCurrentLimPeak_BMS_ChgParamReq_PT_Can_Network_2_CAN_Rx,0x800a7728,
Rte_COMCbkTOut_S_BMS_MaxChgCurrentLim_BMS_ChgParamReq_PT_Can_Network_2_CAN_Rx,0x800a7752,
Rte_COMCbkTOut_S_BMS_MaxChgPwr10s_BMS_ChgParamReq_PT_Can_Network_2_CAN_Rx,0x800a777c,
Rte_COMCbkTOut_S_BMS_MaxChgPwr30s_BMS_ChgParamReq_PT_Can_Network_2_CAN_Rx,0x800a77a6,
Rte_COMCbkTOut_S_BMS_MaxChgPwr5s_BMS_ChgParamReq_PT_Can_Network_2_CAN_Rx,0x800a77d0,
Rte_COMCbkTOut_S_BMS_MaxChgPwrLimPeak_BMS_ChgParamReq_PT_Can_Network_2_CAN_Rx,0x800a77fa,
Rte_COMCbkTOut_S_BMS_MaxChgPwrLim_BMS_ChgParamReq_PT_Can_Network_2_CAN_Rx,0x800a7824,
Rte_COMCbkTOut_S_BMS_MaxDischgCurrent10s_BMS_PowerCont_PT_Can_Network_2_CAN_Rx,0x800a784e,
Rte_COMCbkTOut_S_BMS_MaxDischgCurrent30s_BMS_PowerCont_PT_Can_Network_2_CAN_Rx,0x800a7878,
Rte_COMCbkTOut_S_BMS_MaxDischgCurrent5s_BMS_PowerCont_PT_Can_Network_2_CAN_Rx,0x800a78a2,
Rte_COMCbkTOut_S_BMS_MaxDischgCurrentLimPeak_BMS_PowerCont_PT_Can_Network_2_CAN_Rx,0x800a78cc,
Rte_COMCbkTOut_S_BMS_MaxDischgCurrentLim_BMS_PowerCont_PT_Can_Network_2_CAN_Rx,0x800a78f6,
Rte_COMCbkTOut_S_BMS_MaxDischgPwr10s_BMS_PowerCont_PT_Can_Network_2_CAN_Rx,0x800a7920,
Rte_COMCbkTOut_S_BMS_MaxDischgPwr30s_BMS_PowerCont_PT_Can_Network_2_CAN_Rx,0x800a794a,
Rte_COMCbkTOut_S_BMS_MaxDischgPwr5s_BMS_PowerCont_PT_Can_Network_2_CAN_Rx,0x800a7974,
Rte_COMCbkTOut_S_BMS_MaxDischgPwrLimPeak_BMS_PowerCont_PT_Can_Network_2_CAN_Rx,0x800a799e,
Rte_COMCbkTOut_S_BMS_MaxDischgPwrLim_BMS_PowerCont_PT_Can_Network_2_CAN_Rx,0x800a79c8,
Rte_COMCbkTOut_S_BMS_MaxMinDiffCellTemp_BMS_CellTemp_PT_Can_Network_2_CAN_Rx,0x800a79f2,
Rte_COMCbkTOut_S_BMS_MaxMinDiffCellVol_BMS_VolMeas_PT_Can_Network_2_CAN_Rx,0x800a7a1c,
Rte_COMCbkTOut_S_BMS_MinCellTemp_BMS_CellTemp_PT_Can_Network_2_CAN_Rx,0x800a7a46,
Rte_COMCbkTOut_S_BMS_MinCellVol_BMS_VolMeas_PT_Can_Network_2_CAN_Rx,0x800a7a70,
Rte_COMCbkTOut_S_BMS_PackCurMeas_BMS_CurMeas_PT_Can_Network_2_CAN_Rx,0x800a7a9a,
Rte_COMCbkTOut_S_BMS_PackHighVolErr_BMS_Error_PT_Can_Network_2_CAN_Rx,0x800a7ac4,
Rte_COMCbkTOut_S_BMS_PackInsuErr_BMS_Error_PT_Can_Network_2_CAN_Rx,0x800a7aee,
Rte_COMCbkTOut_S_BMS_PackInsuRes_BMS_Insulation_PT_Can_Network_2_CAN_Rx,0x800a7b18,
Rte_COMCbkTOut_S_BMS_PackLowVolErr_BMS_Error_PT_Can_Network_2_CAN_Rx,0x800a7b42,
Rte_COMCbkTOut_S_BMS_PackOverCurrErr_BMS_Error_PT_Can_Network_2_CAN_Rx,0x800a7b6c,
Rte_COMCbkTOut_S_BMS_PackTempSts_BMS_WarnMsg_PT_Can_Network_2_CAN_Rx,0x800a7b96,
Rte_COMCbkTOut_S_BMS_PackTemp_BMS_CellTemp_PT_Can_Network_2_CAN_Rx,0x800a7bc0,
Rte_COMCbkTOut_S_BMS_PreChgRelayErr_BMS_RelayStatus_PT_Can_Network_2_CAN_Rx,0x800a7bea,
Rte_COMCbkTOut_S_BMS_PreChgRelayStatus_BMS_RelayStatus_PT_Can_Network_2_CAN_Rx,0x800a7c14,
Rte_COMCbkTOut_S_BMS_ProbeHighTempErr_BMS_Error_PT_Can_Network_2_CAN_Rx,0x800a7c3e,
Rte_COMCbkTOut_S_BMS_ProbeLowTempErr_BMS_Error_PT_Can_Network_2_CAN_Rx,0x800a7c68,
Rte_COMCbkTOut_S_BMS_ProbeNumMaxCellTemp_BMS_CellTemp_PT_Can_Network_2_CAN_Rx,0x800a7c92,
Rte_COMCbkTOut_S_BMS_ProbeNumMinCellTemp_BMS_CellTemp_PT_Can_Network_2_CAN_Rx,0x800a7cbc,
Rte_COMCbkTOut_S_BMS_ProbeTempDiffErr_BMS_Error_PT_Can_Network_2_CAN_Rx,0x800a7ce6,
Rte_COMCbkTOut_S_BMS_RemainChargeTime_BMS_ChgParamReq_PT_Can_Network_2_CAN_Rx,0x800a7d10,
Rte_COMCbkTOut_S_BMS_Reserved_signal1_BMS_WarnMsg_PT_Can_Network_2_CAN_Rx,0x800a7d3a,
Rte_COMCbkTOut_S_BMS_Reserved_signal2_BMS_WarnMsg_PT_Can_Network_2_CAN_Rx,0x800a7d64,
Rte_COMCbkTOut_S_BMS_Reserved_signal3_BMS_WarnMsg_PT_Can_Network_2_CAN_Rx,0x800a7d8e,
Rte_COMCbkTOut_S_BMS_Reserved_signal4_BMS_WarnMsg_PT_Can_Network_2_CAN_Rx,0x800a7db8,
Rte_COMCbkTOut_S_BMS_Reserved_signal5_BMS_WarnMsg_PT_Can_Network_2_CAN_Rx,0x800a7de2,
Rte_COMCbkTOut_S_BMS_SOE_BMS_Sts_PT_Can_Network_2_CAN_Rx,0x800a7e0c,
Rte_COMCbkTOut_S_BMS_SOH_BMS_Sts_PT_Can_Network_2_CAN_Rx,0x800a7e36,
Rte_COMCbkTOut_S_BMS_ServiceDisconnectSts_BMS_Sts_PT_Can_Network_2_CAN_Rx,0x800a7e60,
Rte_COMCbkTOut_S_BMS_SocActualEst_BMS_Sts_PT_Can_Network_2_CAN_Rx,0x800a7e8a,
Rte_COMCbkTOut_S_BMS_SocRelativeEst_BMS_Sts_PT_Can_Network_2_CAN_Rx,0x800a7eb4,
Rte_COMCbkTOut_S_BMS_StartOfMeasument_STS_BMS_CurMeas_PT_Can_Network_2_CAN_Rx,0x800a7ede,
Rte_COMCbkTOut_S_BMS_SysSts_BMS_Sts_PT_Can_Network_2_CAN_Rx,0x800a7f08,
Rte_COMCbkTOut_S_BMS_ThermalRunaway_BMS_WarnMsg_PT_Can_Network_2_CAN_Rx,0x800a7f32,
Rte_COMCbkTOut_S_BMS_TotalNegRelayErr_BMS_RelayStatus_PT_Can_Network_2_CAN_Rx,0x800a7f5c,
Rte_COMCbkTOut_S_BMS_TotalNegRelayStatus_BMS_RelayStatus_PT_Can_Network_2_CAN_Rx,0x800a7f86,
Rte_COMCbkTOut_S_BMS_VCU_CoolingOnOffReq_BMS_VCU_THMReq_PT_Can_Network_2_CAN_Rx,0x800a7fb0,
Rte_COMCbkTOut_S_BMS_VCU_HeatingOnOffReq_BMS_VCU_THMReq_PT_Can_Network_2_CAN_Rx,0x800a7fda,
Rte_COMCbkTOut_S_BMS_VCU_InsulationMonSts_BMS_Insulation_PT_Can_Network_2_CAN_Rx,0x800a8004,
Rte_COMCbkTOut_S_BMS_Warning_Flag_5_BMS_WarnMsg_PT_Can_Network_2_CAN_Rx,0x800a802e,
Rte_COMCbkTOut_S_BMS_Warning_Flag_6_BMS_WarnMsg_PT_Can_Network_2_CAN_Rx,0x800a8058,
Rte_COMCbkTOut_S_BMS_Warning_Flag_7_BMS_WarnMsg_PT_Can_Network_2_CAN_Rx,0x800a8082,
Rte_COMCbkTOut_S_BMS_Warning_Flag_8_BMS_WarnMsg_PT_Can_Network_2_CAN_Rx,0x800a80ac,
Rte_COMCbkTOut_S_BMS_Warning_Flag_9_BMS_WarnMsg_PT_Can_Network_2_CAN_Rx,0x800a80d6,
Rte_COMCbkTOut_S_BreakPedalPercentValid_EBCM_STATUS_CHS1_Can_Network_1_CAN_Rx,0x800a8100,
Rte_COMCbkTOut_S_BreakPedalPercentValid_EBCM_STATUS_CHS2_Can_Network_4_CAN_Rx,0x800a812a,
Rte_COMCbkTOut_S_BreakPedalPercent_EBCM_STATUS_CHS1_Can_Network_1_CAN_Rx,0x800a8154,
Rte_COMCbkTOut_S_BreakPedalPercent_EBCM_STATUS_CHS2_Can_Network_4_CAN_Rx,0x800a817e,
Rte_COMCbkTOut_S_CCU_CoolingOnOffReq_Climate_Request_BCAN_Can_Network_3_CAN_Rx,0x800a81a8,
Rte_COMCbkTOut_S_CCU_DemistOnOffReq_Climate_Request_BCAN_Can_Network_3_CAN_Rx,0x800a81d2,
Rte_COMCbkTOut_S_CCU_HeatingOnOffReq_Climate_Request_BCAN_Can_Network_3_CAN_Rx,0x800a81fc,
Rte_COMCbkTOut_S_CDC_Status_ASU_St_Output_CHS1_Can_Network_1_CAN_Rx,0x800a8226,
Rte_COMCbkTOut_S_CHSKM_BMS_WarnMsg_BMS_WarnMsg_PT_Can_Network_2_CAN_Rx,0x800a8250,
Rte_COMCbkTOut_S_CLT_Control_IGBT_Duty_l_CLT_HTR_STATUS_1_LinPhysicalChannel_LIN_Rx,0x800a827a,
Rte_COMCbkTOut_S_CLT_Control_Target_Power_I_CLT_HTR_STATUS_1_LinPhysicalChannel_LIN_Rx,0x800a82a4,
Rte_COMCbkTOut_S_CLT_Fail_CoolantTempSen_l_CLT_HTR_STATUS_2_LinPhysicalChannel_LIN_Rx,0x800a82ce,
Rte_COMCbkTOut_S_CLT_Fail_HVCurSen_l_CLT_HTR_STATUS_2_LinPhysicalChannel_LIN_Rx,0x800a82f8,
Rte_COMCbkTOut_S_CLT_Fail_HVSen_l_CLT_HTR_STATUS_2_LinPhysicalChannel_LIN_Rx,0x800a8322,
Rte_COMCbkTOut_S_CLT_Fail_IGBTDriverIC_l_CLT_HTR_STATUS_2_LinPhysicalChannel_LIN_Rx,0x800a834c,
Rte_COMCbkTOut_S_CLT_Fail_IGBTOpen_l_CLT_HTR_STATUS_2_LinPhysicalChannel_LIN_Rx,0x800a8376,
Rte_COMCbkTOut_S_CLT_Fail_IGBTShort_l_CLT_HTR_STATUS_2_LinPhysicalChannel_LIN_Rx,0x800a83a0,
Rte_COMCbkTOut_S_CLT_Fail_LVSen_l_CLT_HTR_STATUS_2_LinPhysicalChannel_LIN_Rx,0x800a83ca,
Rte_COMCbkTOut_S_CLT_Fail_PCBTempSen_l_CLT_HTR_STATUS_2_LinPhysicalChannel_LIN_Rx,0x800a83f4,
Rte_COMCbkTOut_S_CLT_Fault_CoolantOverTemp_l_CLT_HTR_STATUS_2_LinPhysicalChannel_LIN_Rx,0x800a841e,
Rte_COMCbkTOut_S_CLT_Fault_Flag_l_CLT_HTR_STATUS_2_LinPhysicalChannel_LIN_Rx,0x800a8448,
Rte_COMCbkTOut_S_CLT_Fault_HVOverCur_l_CLT_HTR_STATUS_2_LinPhysicalChannel_LIN_Rx,0x800a8472,
Rte_COMCbkTOut_S_CLT_Fault_HVOver_l_CLT_HTR_STATUS_2_LinPhysicalChannel_LIN_Rx,0x800a849c,
Rte_COMCbkTOut_S_CLT_Fault_HVUnder_l_CLT_HTR_STATUS_2_LinPhysicalChannel_LIN_Rx,0x800a84c6,
Rte_COMCbkTOut_S_CLT_Fault_LVOver_l_CLT_HTR_STATUS_2_LinPhysicalChannel_LIN_Rx,0x800a84f0,
Rte_COMCbkTOut_S_CLT_Fault_LVUnder_l_CLT_HTR_STATUS_2_LinPhysicalChannel_LIN_Rx,0x800a851a,
Rte_COMCbkTOut_S_CLT_Fault_LostCtrlMsg_l_CLT_HTR_STATUS_2_LinPhysicalChannel_LIN_Rx,0x800a8544,
Rte_COMCbkTOut_S_CLT_Fault_NoFlowing_l_CLT_HTR_STATUS_2_LinPhysicalChannel_LIN_Rx,0x800a856e,
Rte_COMCbkTOut_S_CLT_Fault_PCBTempOver_l_CLT_HTR_STATUS_2_LinPhysicalChannel_LIN_Rx,0x800a8598,
Rte_COMCbkTOut_S_CLT_HV_Current_l_A_l_CLT_HTR_STATUS_1_LinPhysicalChannel_LIN_Rx,0x800a85c2,
Rte_COMCbkTOut_S_CLT_HV_Power_W_l_CLT_HTR_STATUS_1_LinPhysicalChannel_LIN_Rx,0x800a85ec,
Rte_COMCbkTOut_S_CLT_High_Voltage_V_l_CLT_HTR_STATUS_1_LinPhysicalChannel_LIN_Rx,0x800a8616,
Rte_COMCbkTOut_S_CLT_Inlet_Temp_DegC_l_CLT_HTR_STATUS_2_LinPhysicalChannel_LIN_Rx,0x800a8640,
Rte_COMCbkTOut_S_CLT_LIN_Com_Err_Flag_l_CLT_HTR_STATUS_2_LinPhysicalChannel_LIN_Rx,0x800a866a,
Rte_COMCbkTOut_S_CLT_Low_Voltage_V_l_CLT_HTR_STATUS_1_LinPhysicalChannel_LIN_Rx,0x800a8694,
Rte_COMCbkTOut_S_CLT_Middle_Temp_DegC_l_CLT_HTR_STATUS_2_LinPhysicalChannel_LIN_Rx,0x800a86be,
Rte_COMCbkTOut_S_CLT_Outlet_Temp_DegC_l_CLT_HTR_STATUS_2_LinPhysicalChannel_LIN_Rx,0x800a86e8,
Rte_COMCbkTOut_S_CLT_PCB_Temp_DegC_l_CLT_HTR_STATUS_2_LinPhysicalChannel_LIN_Rx,0x800a8712,
Rte_COMCbkTOut_S_CLT_SoftwareVersion_Num_l_CLT_HTR_STATUS_2_LinPhysicalChannel_LIN_Rx,0x800a873c,
Rte_COMCbkTOut_S_CLT_Status_CLT_HTR_STATUS_1_LinPhysicalChannel_LIN_Rx,0x800a8766,
Rte_COMCbkTOut_S_COMM_ERR_EWP_P1_WP_MCU_Status_LinPhysicalChannel_LIN_Rx,0x800a8790,
Rte_COMCbkTOut_S_COMM_ERR_EWP_P2_WP_BAT_Status_LinPhysicalChannel_LIN_Rx,0x800a87ba,
Rte_COMCbkTOut_S_COMM_ERR_EWP_P3_WP_WCC_Status_LinPhysicalChannel_LIN_Rx,0x800a87e4,
Rte_COMCbkTOut_S_CRC_BMS_CellTemp_BMS_CellTemp_PT_Can_Network_2_CAN_Rx,0x800a880e,
Rte_COMCbkTOut_S_CRC_BMS_ChgParamReq_BMS_ChgParamReq_PT_Can_Network_2_CAN_Rx,0x800a8838,
